"('mid',)","('ordering',)","('pid',)","('category',)","('job',)"
tt0318034,4,nm1162046,self,
tt0318034,5,nm0812546,director,
tt0318034,6,nm1178696,writer,dialogue
tt0318034,7,nm1162019,writer,written by
tt0318034,8,nm0698757,writer,dialogue
tt0318034,9,nm1161995,producer,producer
tt0318040,10,nm1061163,cinematographer,
tt0318040,1,nm0004095,actress,
tt0318040,2,nm0742694,actor,
tt0318040,3,nm0000259,actress,
tt0318040,4,nm0481815,actress,
tt0318040,5,nm0896714,director,
tt0318040,6,nm0547109,writer,story
tt0318040,7,nm1188858,producer,producer
tt0318040,8,nm0263507,producer,executive producer
tt0318040,9,nm1040487,composer,
tt0318049,10,nm0275475,cinematographer,
tt0318049,1,nm0000099,self,
tt0318049,2,nm0000275,self,
tt0318049,3,nm0000322,self,
tt0318049,4,nm0001020,self,
tt0318049,5,nm0168498,producer,producer
tt0318049,6,nm0910241,producer,producer
tt0318049,7,nm0915918,producer,producer
tt0318049,8,nm0000852,cinematographer,
tt0318049,9,nm1178245,cinematographer,
tt0318081,10,nm0049945,producer,producer
tt0318081,1,nm0122653,actor,
tt0318081,2,nm0001426,actor,
tt0318081,3,nm0001517,actress,
tt0318081,4,nm0737465,actor,
tt0318081,5,nm0001382,director,
tt0318081,6,nm0001969,writer,short story
tt0318081,7,nm0232776,writer,screen story
tt0318081,8,nm0649191,writer,screen story
tt0318081,9,nm0201304,writer,screenplay
tt0318155,10,nm0918463,producer,producer
tt0318155,1,nm0000409,actor,
tt0318155,2,nm0001184,actress,
tt0318155,3,nm0000188,actor,
tt0318155,4,nm0000181,actress,
tt0318155,5,nm0001102,director,
tt0318155,6,nm0325196,director,animation director
tt0318155,7,nm0236421,writer,written by
tt0318155,8,nm0325927,producer,producer
tt0318155,9,nm0800210,producer,producer
tt0318202,10,nm1178510,cinematographer,
tt0318202,1,nm1214542,actor,
tt0318202,2,nm1311833,actress,
tt0318202,3,nm1308860,actor,
tt0318202,4,nm1308889,actor,
tt0318202,5,nm0679928,director,
tt0318202,6,nm0762201,producer,producer
tt0318202,7,nm0380841,composer,
tt0318202,8,nm1178397,cinematographer,
tt0318202,9,nm0229170,cinematographer,
tt0318283,10,nm0759627,producer,producer
tt0318283,1,nm0005561,actor,
tt0318283,2,nm0005028,actress,
tt0318283,3,nm0001601,actor,
tt0318283,4,nm0000521,actress,
tt0318283,5,nm0001661,director,
tt0318283,6,nm0505230,writer,written by
tt0318283,7,nm0085542,producer,producer
tt0318283,8,nm4553448,producer,producer
tt0318283,9,nm0340112,producer,producer
tt0318292,10,nm0971673,editor,
tt0318292,1,nm0671526,actor,
tt0318292,2,nm1172285,actress,
tt0318292,3,nm0765251,actress,
tt0318292,4,nm1382748,actress,
tt0318292,5,nm0765250,director,
tt0318292,6,nm0729202,writer,
tt0318292,7,nm0327900,producer,producer
tt0318292,8,nm0703412,composer,
tt0318292,9,nm1180915,cinematographer,
tt0318374,10,nm0924275,cinematographer,director of photography
tt0318374,1,nm0000513,actor,
tt0318374,2,nm0004742,actress,
tt0318374,3,nm0000285,actor,
tt0318374,4,nm0004999,actor,
tt0318374,5,nm0469694,director,
tt0318374,6,nm1172243,writer,written by
tt0318374,7,nm0299120,producer,producer
tt0318374,8,nm1278274,producer,producer
tt0318374,9,nm0006142,composer,
tt0318411,10,nm0498758,production_designer,
tt0318411,1,nm0909626,actress,
tt0318411,2,nm0240524,actress,
tt0318411,3,nm1172901,actress,
tt0318411,4,nm0240359,actress,
tt0318411,5,nm0611932,director,
tt0318411,6,nm0383669,producer,producer
tt0318411,7,nm0035661,composer,
tt0318411,8,nm0932590,cinematographer,director of photography
tt0318411,9,nm0598114,editor,
tt0318462,10,nm0854923,producer,producer
tt0318462,1,nm0305558,actor,
tt0318462,2,nm0209404,actor,
tt0318462,3,nm0535502,actress,
tt0318462,4,nm0608187,actress,
tt0318462,5,nm0758574,director,
tt0318462,6,nm0346466,writer,"book ""Notas de viaje"""
tt0318462,7,nm1424928,writer,"book ""Con el Che por America Latina"""
tt0318462,8,nm1433580,writer,screenplay
tt0318462,9,nm0637602,producer,producer
tt0318523,10,nm0342173,composer,
tt0318523,1,nm0154509,actor,
tt0318523,2,nm0897845,actress,
tt0318523,3,nm0532721,actor,
tt0318523,4,nm1185452,actress,
tt0318523,5,nm0128382,director,
tt0318523,6,nm1159525,writer,story
tt0318523,7,nm1187869,writer,
tt0318523,8,nm0822711,producer,producer
tt0318523,9,nm1931827,composer,
tt0318590,10,nm0276899,producer,producer
tt0318590,1,nm0210655,actor,
tt0318590,2,nm0786369,actress,
tt0318590,3,nm0267403,actor,
tt0318590,4,nm0069683,actress,
tt0318590,5,nm0142504,director,
tt0318590,6,nm0921348,director,
tt0318590,7,nm1656237,writer,book
tt0318590,8,nm0093799,writer,
tt0318590,9,nm0623057,writer,
tt0318627,10,nm0736835,cinematographer,director of photography
tt0318627,1,nm0000170,actress,
tt0318627,2,nm0347149,actress,
tt0318627,3,nm0531095,archive_footage,
tt0318627,4,nm0004912,actor,
tt0318627,5,nm0936838,director,
tt0318627,6,nm0027271,writer,written by
tt0318627,7,nm0093337,producer,producer
tt0318627,8,nm0138502,producer,producer
tt0318627,9,nm0004582,composer,
tt0318649,10,nm0366337,writer,screenplay
tt0318649,1,nm0000190,actor,
tt0318649,2,nm0004851,actress,
tt0318649,3,nm0001872,actor,
tt0318649,4,nm0015617,actor,
tt0318649,5,nm0252135,director,
tt0318649,6,nm0193774,writer,novel
tt0318649,7,nm0232776,writer,screenplay
tt0318649,8,nm0649191,writer,screenplay
tt0318649,9,nm0724167,writer,screenplay
tt0318725,10,nm0240720,production_designer,
tt0318725,1,nm0856500,actress,
tt0318725,2,nm0875307,actress,
tt0318725,3,nm0840486,actor,
tt0318725,4,nm1310349,actor,
tt0318725,5,nm0006734,director,
tt0318725,6,nm0636569,writer,novel
tt0318725,7,nm0764963,producer,producer
tt0318725,8,nm0002174,cinematographer,
tt0318725,9,nm0220496,editor,
tt0318742,10,nm0705535,director,
tt0318742,1,nm1240829,actor,
tt0318742,2,nm0116254,actress,
tt0318742,3,nm0519091,actor,
tt0318742,4,nm0398703,archive_footage,
tt0318742,5,nm0000934,director,
tt0318742,6,nm0219136,director,
tt0318742,7,nm0001214,director,
tt0318742,8,nm0000419,director,
tt0318742,9,nm0579954,director,
tt0318761,10,nm0045202,cinematographer,director of photography
tt0318761,1,nm1086384,actor,
tt0318761,2,nm0842770,actress,
tt0318761,3,nm0000352,actor,
tt0318761,4,nm0000206,actor,
tt0318761,5,nm0590122,director,
tt0318761,6,nm1174529,writer,novel
tt0318761,7,nm0106835,producer,producer
tt0318761,8,nm0827307,producer,producer
tt0318761,9,nm1877660,composer,
tt0318819,10,nm3030137,producer,producer
tt0318819,1,nm1307020,actor,
tt0318819,2,nm0386286,actor,
tt0318819,3,nm0848968,actress,
tt0318819,4,nm0959972,actor,
tt0318819,5,nm1257058,director,
tt0318819,6,nm0847432,director,supervising director
tt0318819,7,nm0258268,writer,english script adaptation
tt0318819,8,nm1466434,writer,
tt0318819,9,nm0951301,writer,story
tt0318850,10,nm0740407,producer,producer
tt0318850,1,nm1173326,actress,
tt0318850,2,nm0739087,actor,
tt0318850,3,nm2267576,actor,
tt0318850,4,nm0748911,actor,
tt0318850,5,nm0934578,director,
tt0318850,6,nm0267690,writer,novel
tt0318850,7,nm1172045,writer,novel
tt0318850,8,nm0742236,writer,screen story
tt0318850,9,nm0550881,producer,producer
tt0318974,10,nm0001980,composer,
tt0318974,1,nm0000598,actor,
tt0318974,2,nm0000671,actor,
tt0318974,3,nm0248408,actor,
tt0318974,4,nm0000574,actor,
tt0318974,5,nm0359387,director,
tt0318974,6,nm0092018,writer,written by
tt0318974,7,nm0300866,writer,written by
tt0318974,8,nm0000165,producer,producer
tt0318974,9,nm0425741,producer,producer
tt0319020,10,nm0618896,producer,producer
tt0319020,1,nm0474774,actor,
tt0319020,2,nm0792911,actor,
tt0319020,3,nm0012778,actor,
tt0319020,4,nm0712546,actor,
tt0319020,5,nm0080333,director,
tt0319020,6,nm1019121,writer,story
tt0319020,7,nm0474617,writer,story
tt0319020,8,nm0903423,writer,dialogue
tt0319020,9,nm2115854,writer,
tt0319061,10,nm0005573,producer,producer
tt0319061,1,nm0000191,actor,
tt0319061,2,nm0001215,actor,
tt0319061,3,nm0001082,actor,
tt0319061,4,nm0001448,actress,
tt0319061,5,nm0000318,director,
tt0319061,6,nm1180620,writer,"novel ""Big Fish: A Novel of Mythic Proportions"""
tt0319061,7,nm0041864,writer,screenplay
tt0319061,8,nm0169260,producer,producer
tt0319061,9,nm0423134,producer,producer
tt0319147,10,nm1062063,cinematographer,
tt0319147,1,nm0733625,actress,
tt0319147,2,nm1182729,actor,
tt0319147,3,nm0638115,actor,
tt0319147,4,nm1228180,actor,
tt0319147,5,nm0194920,director,
tt0319147,6,nm0667657,writer,
tt0319147,7,nm0885381,producer,producer
tt0319147,8,nm0211506,composer,
tt0319147,9,nm0006707,composer,
tt0319237,10,nm0585973,production_designer,
tt0319237,1,nm0545884,actor,
tt0319237,2,nm1181488,actress,
tt0319237,3,nm0316284,actor,
tt0319237,4,nm0195293,actor,
tt0319237,5,nm0002194,director,
tt0319237,6,nm0042812,producer,producer
tt0319237,7,nm0006221,composer,
tt0319237,8,nm0705117,cinematographer,
tt0319237,9,nm0758157,editor,
tt0319262,10,nm0107463,editor,
tt0319262,1,nm0000598,actor,
tt0319262,2,nm0350453,actor,
tt0319262,3,nm0002536,actress,
tt0319262,4,nm0005231,actor,
tt0319262,5,nm0000386,director,
tt0319262,6,nm0618680,writer,screenplay
tt0319262,7,nm0330428,producer,producer
tt0319262,8,nm0460057,composer,
tt0319262,9,nm0825336,cinematographer,director of photography
tt0319343,10,nm0002201,composer,
tt0319343,1,nm0002071,actor,
tt0319343,2,nm0001001,actor,
tt0319343,3,nm0627878,actor,
tt0319343,4,nm0221046,actress,
tt0319343,5,nm0269463,director,
tt0319343,6,nm1183854,writer,written by
tt0319343,7,nm1153895,producer,producer
tt0319343,8,nm0464548,producer,producer
tt0319343,9,nm0732024,producer,producer
tt0319470,10,nm0003483,editor,
tt0319470,1,nm0000244,actress,
tt0319470,2,nm0001439,actor,
tt0319470,3,nm1285554,actress,
tt0319470,4,nm0801050,actor,
tt0319470,5,nm0625151,writer,play
tt0319470,6,nm0459852,producer,producer
tt0319470,7,nm0895903,producer,producer
tt0319470,8,nm0002217,composer,
tt0319470,9,nm0016662,cinematographer,director of photography
tt0319524,10,nm0457598,composer,
tt0319524,1,nm0601553,actress,
tt0319524,2,nm0285913,actor,
tt0319524,3,nm0048414,actor,
tt0319524,4,nm0005049,actress,
tt0319524,5,nm0453270,director,
tt0319524,6,nm1181077,writer,"novels ""Someone Like You"" and ""That Summer"""
tt0319524,7,nm0064842,writer,screenplay
tt0319524,8,nm0400385,producer,producer
tt0319524,9,nm0854074,producer,producer
tt0319531,10,nm0137534,editor,
tt0319531,1,nm0654110,actor,
tt0319531,2,nm0000532,actor,
tt0319531,3,nm0001667,actor,
tt0319531,4,nm0001648,actress,
tt0319531,5,nm0388198,director,
tt0319531,6,nm0696506,writer,written by
tt0319531,7,nm0438332,producer,producer
tt0319531,8,nm0279842,composer,
tt0319531,9,nm0307245,cinematographer,director of photography
tt0319557,10,nm0788886,composer,
tt0319557,1,nm0158112,actor,
tt0319557,2,nm0007114,actress,
tt0319557,3,nm1140669,actress,
tt0319557,4,nm0695177,actor,
tt0319557,5,nm0044584,director,
tt0319557,6,nm1195187,writer,story
tt0319557,7,nm0664085,writer,written by
tt0319557,8,nm0664084,writer,written by
tt0319557,9,nm0244866,producer,producer
tt0319685,1,nm0258168,actor,
tt0319685,2,nm0452091,actor,
tt0319685,3,nm0998142,actress,
tt0319685,4,nm0556305,actor,
tt0319685,5,nm0267715,director,
tt0319685,6,nm0679074,composer,
tt0319685,7,nm0435534,cinematographer,
tt0319685,8,nm0304402,editor,
tt0319685,9,nm0576528,production_designer,
tt0319728,10,nm0917583,editor,
tt0319728,1,nm0397721,actor,
tt0319728,2,nm1317863,actor,
tt0319728,3,nm1028030,actress,
tt0319728,4,nm1269587,actress,
tt0319728,5,nm0003332,director,
tt0319728,6,nm1183860,writer,writer
tt0319728,7,nm1162021,producer,producer
tt0319728,8,nm0483449,composer,
tt0319728,9,nm1270255,cinematographer,
tt0319736,10,nm0851523,producer,producer
tt0319736,1,nm0222426,actor,
tt0319736,2,nm0839820,actor,
tt0319736,3,nm1430018,actor,
tt0319736,4,nm0592782,actor,
tt0319736,5,nm0764316,director,
tt0319736,6,nm0438499,writer,additional dialogue
tt0319736,7,nm0592795,writer,Hindi dialogue
tt0319736,8,nm0707304,writer,English dialogue
tt0319736,9,nm4353263,producer,producer
tt0319769,10,nm0005790,cinematographer,
tt0319769,1,nm0000849,actor,
tt0319769,2,nm0869088,actor,
tt0319769,3,nm0251021,actor,
tt0319769,4,nm0210221,actress,
tt0319769,5,nm0508208,director,
tt0319769,6,nm0602508,writer,screenplay
tt0319769,7,nm0703262,producer,producer
tt0319769,8,nm1255565,producer,producer
tt0319769,9,nm0324184,composer,
tt0319829,10,nm0768817,editor,
tt0319829,1,nm0001168,actor,
tt0319829,2,nm0000422,actor,
tt0319829,3,nm0001448,actress,
tt0319829,4,nm0000313,actor,
tt0319829,5,nm0153078,director,
tt0319829,6,nm1313457,producer,producer
tt0319829,7,nm0801691,producer,producer
tt0319829,8,nm0831114,cinematographer,director of photography
tt0319829,9,nm0023224,editor,
tt0319836,10,nm1195707,production_designer,
tt0319836,1,nm1180719,actor,
tt0319836,2,nm1194465,actor,
tt0319836,3,nm1194086,actor,
tt0319836,4,nm1196037,actress,
tt0319836,5,nm1181881,director,
tt0319836,6,nm1181880,writer,screenplay
tt0319836,7,nm0439767,producer,producer
tt0319836,8,nm1184446,composer,
tt0319836,9,nm1146014,cinematographer,
tt0319901,10,nm0155624,cinematographer,director of photography
tt0319901,1,nm0155618,actress,
tt0319901,2,nm0490513,actor,
tt0319901,3,nm1012515,actress,
tt0319901,4,nm0498201,actress,
tt0319901,5,nm0864775,director,
tt0319901,6,nm0906413,director,
tt0319901,7,nm0946883,writer,written by
tt0319901,8,nm1104594,writer,written by
tt0319901,9,nm0938967,composer,
tt0319917,10,nm0701871,cinematographer,
tt0319917,1,nm0050749,actor,
tt0319917,2,nm0697296,actor,
tt0319917,3,nm1183103,actor,
tt0319917,4,nm0951793,actor,
tt0319917,5,nm0580318,director,
tt0319917,6,nm1181159,writer,play
tt0319917,7,nm0602508,writer,writer
tt0319917,8,nm0073172,producer,producer
tt0319917,9,nm0897818,composer,
tt0320042,10,nm0708620,producer,producer
tt0320042,1,nm0201857,actor,
tt0320042,2,nm0005386,actress,
tt0320042,3,nm0022765,actor,
tt0320042,4,nm0592973,actress,
tt0320042,5,nm0686304,director,
tt0320042,6,nm0276655,writer,
tt0320042,7,nm0098153,producer,producer
tt0320042,8,nm0195295,producer,producer
tt0320042,9,nm0469696,producer,producer
tt0320097,10,nm0006182,composer,
tt0320097,1,nm0000821,actor,
tt0320097,2,nm0004569,actor,
tt0320097,3,nm3619114,actor,
tt0320097,4,nm0222426,actor,
tt0320097,5,nm0223522,director,
tt0320097,6,nm0080327,writer,screenplay
tt0320097,7,nm0415514,writer,dialogue
tt0320097,8,nm0796503,writer,
tt0320097,9,nm2388843,producer,producer
tt0320193,10,nm1085124,cinematographer,
tt0320193,1,nm0812555,actor,
tt0320193,2,nm0600668,actress,
tt0320193,3,nm0014215,actor,
tt0320193,4,nm0753423,actor,
tt0320193,5,nm0496969,director,
tt0320193,6,nm1231888,producer,producer
tt0320193,7,nm1236445,producer,producer
tt0320193,8,nm0617079,producer,producer
tt0320193,9,nm1018372,composer,
tt0320194,10,nm0158484,editor,
tt0320194,1,nm1090879,actor,
tt0320194,2,nm1108312,actress,
tt0320194,3,nm1254821,actor,
tt0320194,4,nm0691047,actress,
tt0320194,5,nm0612816,director,
tt0320194,6,nm0353093,composer,
tt0320194,7,nm0546687,composer,
tt0320194,8,nm0664420,composer,
tt0320194,9,nm0890481,cinematographer,
tt0320244,10,nm0882927,producer,producer
tt0320244,1,nm0000346,actor,
tt0320244,2,nm0190497,actor,
tt0320244,3,nm0001293,actor,
tt0320244,4,nm0769311,actress,
tt0320244,5,nm0047259,director,
tt0320244,6,nm0053190,director,
tt0320244,7,nm1306654,writer,"book ""Disco Bloodbath"""
tt0320244,8,nm0546130,producer,producer
tt0320244,9,nm0800922,producer,producer
tt0320512,1,nm0449760,self,
tt0320512,2,nm0171139,self,
tt0320512,3,nm2348403,self,
tt0320512,4,nm1008015,self,
tt0320512,5,nm0404882,director,
tt0320512,6,nm0339040,producer,producer
tt0320512,7,nm2622772,composer,
tt0320512,8,nm0772472,cinematographer,
tt0320512,9,nm0596363,editor,
tt0320661,10,nm0561480,production_designer,
tt0320661,1,nm0089217,actor,
tt0320661,2,nm1200692,actress,
tt0320661,3,nm0000553,actor,
tt0320661,4,nm0359398,actor,
tt0320661,5,nm0000631,director,
tt0320661,6,nm1184258,writer,written by
tt0320661,7,nm0004581,composer,
tt0320661,8,nm0558822,cinematographer,
tt0320661,9,nm0233827,editor,
tt0320691,10,nm0002999,producer,producer
tt0320691,1,nm0000295,actress,
tt0320691,2,nm0005454,actor,
tt0320691,3,nm0111274,actor,
tt0320691,4,nm0790688,actor,
tt0320691,5,nm0936482,director,
tt0320691,6,nm0340485,writer,story
tt0320691,7,nm0564286,writer,story
tt0320691,8,nm0524342,producer,producer
tt0320691,9,nm0742347,producer,producer
tt0321440,10,nm0663221,editor,
tt0321440,1,nm0222088,actor,
tt0321440,2,nm0241121,actor,
tt0321440,3,nm0993242,actress,
tt0321440,4,nm0932870,actor,
tt0321440,5,nm0657929,director,
tt0321440,6,nm0309369,producer,producer
tt0321440,7,nm0672786,composer,
tt0321440,8,nm0867597,composer,
tt0321440,9,nm0934722,cinematographer,director of photography
tt0321442,10,nm0003911,composer,
tt0321442,1,nm0269463,actor,
tt0321442,2,nm0000725,actress,
tt0321442,3,nm0001288,actor,
tt0321442,4,nm0000435,actress,
tt0321442,5,nm1317689,director,
tt0321442,6,nm0199639,producer,producer
tt0321442,7,nm0542551,producer,producer
tt0321442,8,nm1207510,producer,producer
tt0321442,9,nm1051748,producer,producer
tt0321781,10,nm0753344,production_designer,
tt0321781,1,nm0962394,actor,
tt0321781,2,nm0056030,actor,
tt0321781,3,nm1190429,actress,
tt0321781,4,nm0103709,actor,
tt0321781,5,nm0321625,producer,producer
tt0321781,6,nm0073203,composer,
tt0321781,7,nm0834480,cinematographer,
tt0321781,8,nm1337568,editor,
tt0321781,9,nm1190287,production_designer,
tt0321997,10,nm0676790,cinematographer,director of photography
tt0321997,1,nm0000185,actor,
tt0321997,2,nm0440351,actor,
tt0321997,3,nm0229957,actress,
tt0321997,4,nm0786417,actor,
tt0321997,5,nm0002089,director,
tt0321997,6,nm0528420,writer,story
tt0321997,7,nm0791949,writer,written by
tt0321997,8,nm0398258,producer,producer
tt0321997,9,nm0080288,composer,
tt0322023,10,nm0262943,cinematographer,
tt0322023,1,nm0123958,actor,
tt0322023,2,nm0005169,actress,
tt0322023,3,nm0000594,actor,
tt0322023,4,nm0665708,actress,
tt0322023,5,nm1177692,director,
tt0322023,6,nm0223994,producer,producer
tt0322023,7,nm0000381,producer,producer
tt0322023,8,nm0448965,producer,producer
tt0322023,9,nm0565103,composer,
tt0322120,10,nm0944228,cinematographer,
tt0322120,1,nm0668640,actor,
tt0322120,2,nm0523821,actor,
tt0322120,3,nm0937251,actress,
tt0322120,4,nm0199164,actress,
tt0322120,5,nm1491119,writer,
tt0322120,6,nm1291786,producer,producer
tt0322120,7,nm1292011,producer,producer
tt0322120,8,nm1088171,producer,producer
tt0322120,9,nm1291283,composer,
tt0322259,10,nm0003417,composer,
tt0322259,1,nm0908094,actor,
tt0322259,2,nm0879085,actor,
tt0322259,3,nm0369513,actor,
tt0322259,4,nm0578949,actress,
tt0322259,5,nm0005436,director,
tt0322259,6,nm0860155,writer,characters
tt0322259,7,nm0104973,writer,story
tt0322259,8,nm0351929,writer,story
tt0322259,9,nm0605775,producer,producer
tt0322289,10,nm0785381,cinematographer,director of photography
tt0322289,1,nm0000882,actress,
tt0322289,2,nm0536095,actor,
tt0322289,3,nm0282530,actress,
tt0322289,4,nm0235461,actress,
tt0322289,5,nm0001031,director,
tt0322289,6,nm0253428,writer,original scenario
tt0322289,7,nm1118735,writer,story
tt0322289,8,nm0439767,producer,producer
tt0322289,9,nm0149347,composer,
tt0322298,1,nm0376655,actor,
tt0322298,2,nm0285135,actress,
tt0322298,3,nm0308991,actor,
tt0322298,4,nm1041124,actor,
tt0322298,5,nm1167933,director,
tt0322298,6,nm0022061,producer,executive producer
tt0322298,7,nm1385280,composer,
tt0322298,8,nm1188711,cinematographer,
tt0322298,9,nm0324901,editor,
tt0322330,10,nm0448843,composer,
tt0322330,1,nm0000130,actress,
tt0322330,2,nm0517820,actress,
tt0322330,3,nm0001319,actor,
tt0322330,4,nm0332390,actor,
tt0322330,5,nm0914132,director,
tt0322330,6,nm0734742,writer,novel
tt0322330,7,nm0352320,writer,screenplay
tt0322330,8,nm0228908,writer,screenplay
tt0322330,9,nm0348151,producer,producer
tt0322420,10,nm0024123,cinematographer,director of photography
tt0322420,1,nm0830371,actor,
tt0322420,2,nm0812597,actress,
