"('mid',)","('pid',)","('name',)"
tt0061005,nm0824489,Veronica
tt0061005,nm0439570,Count Von Helsing
tt0061005,nm0644707,Philip
tt0061005,nm0003203,Ladislav Groper
tt0061014,nm0001637,Dr. Goldfoot
tt0061014,nm0001637,General Willis
tt0061014,nm0003104,Bill Dexter
tt0061014,nm0289960,Franco
tt0061014,nm0409049,Ciccio
tt0061015,nm0000062,Mike McCoy
tt0061015,nm0001193,Cynthia Foxhugh
tt0061015,nm0564223,Diana St. Clair
tt0061015,nm0550847,Susan
tt0061024,nm0000268,Dallas
tt0061024,nm0179376,Ringo Kid
tt0061024,nm0000999,Peacock
tt0061024,nm0175528,Hatfield
tt0061029,nm0579844,Butcher Bedrich Frydrych
tt0061029,nm0643308,Julie
tt0061029,nm0009368,Ptacek
tt0061029,nm0959149,Tchán
tt0061037,nm0542146,"Gloria (segment ""Strega Bruciata viva, La"")"
tt0061037,nm0542146,"Lady in a hurry (segment ""Senso civico"")"
tt0061037,nm0542146,"Assurdina Caì (segment ""Terra vista dalla luna, La"")"
tt0061037,nm0320760,"Valeria (segment ""Strega Bruciata Viva, La"")"
tt0061037,nm0704719,"Paolo (Segment ""Strega Bruciata Viva, La"")"
tt0061037,nm0320988,"Sportsman (segment ""Strega Bruciata Viva, La"")"
tt0061042,nm0651807,Pontus
tt0061042,nm0511458,Ylajali
tt0061042,nm0270147,Her sister
tt0061042,nm0720988,Landlord
tt0061065,nm0619938,Mr. Okuyama
tt0061065,nm0386179,Psychiatrist
tt0061065,nm0457219,Nurse
tt0061065,nm0409959,Girl with Scar
tt0061073,nm0004433,Anil Kumar Sona 'Rocky'
tt0061073,nm0661239,Sunita
tt0061073,nm0576490,Shankardayal - Sunita's Father
tt0061073,nm0159159,Ramesh
tt0061074,nm0626259,Tom Corbett
tt0061074,nm0385253,Jeff 'Slim' Corbett
tt0061074,nm0790167,Brady
tt0061074,nm0011732,Mr. Scott
tt0061075,nm0639385,Hugh Lombard
tt0061075,nm0247881,Ann Clyde
tt0061075,nm0003104,Mike Raven
tt0061075,nm0312890,General Mandrake
tt0061080,nm0001509,Sam Hollis
tt0061080,nm0001128,Don Andrea Baldasar
tt0061080,nm0287071,Phoebe Ann Naylor
tt0061080,nm0084086,Kronk
tt0061087,nm0157067,Nino Culotta
tt0061087,nm0242833,Kay Kelly
tt0061087,nm0706256,Harry Kelly
tt0061087,nm0155072,Giuliana
tt0061089,nm0000081,Alva
tt0061089,nm0000602,Owen
tt0061089,nm0000314,J.J.
tt0061089,nm0003679,Hazel
tt0061093,nm0001471,Christopher Pride
tt0061093,nm0001471,Warren
tt0061093,nm0001471,Ringo
tt0061093,nm0001463,Dr. Elizabeth Acord
tt0061093,nm0595039,Susan Manning
tt0061093,nm0324871,Anna Jacque
tt0061094,nm0027487,Lady Penelope Creighton-Ward
tt0061094,nm0057254,John Tracy
tt0061094,nm0057254,The Hood
tt0061094,nm0204095,Space Captain Greg Martin
tt0061094,nm0245945,Jeff Tracy
tt0061101,nm0913911,Tetsuya 'Phoenix Tetsu' Hondo
tt0061101,nm0559385,Chiharu
tt0061101,nm0632967,Kenji Aizawa
tt0061101,nm0442709,"Tatsuzo, The Viper"
tt0061107,nm0000056,Professor Michael Armstrong
tt0061107,nm0000267,Sarah Sherman
tt0061107,nm0444321,Countess Kuchinska
tt0061107,nm0271544,Heinrich Gerhard
tt0061113,nm0004462,Elias
tt0061113,nm0004462,Self
tt0061113,nm0685494,Eva
tt0061113,nm0685494,Self
tt0061113,nm0053607,Lorentz - the policeman
tt0061113,nm0349895,An intermediary
tt0061115,nm0878240,Eve
tt0061115,nm0001657,La Bete
tt0061115,nm0786264,The Trader
tt0061115,nm0157443,Trader's Wife
tt0061122,nm0751426,Mother Superior
tt0061122,nm0001539,Mary Clancy
tt0061122,nm0001931,Sister Celestine
tt0061122,nm0817122,Sister Constance
tt0061132,nm0869451,Innocenti Totò
tt0061132,nm0869451,Brother Cicillo
tt0061132,nm0205793,Innocenti Ninetto
tt0061132,nm0205793,Brother Ninetto
tt0061132,nm0073031,Luna
tt0061132,nm0079765,Incensurato
tt0061135,nm0427894,Mark Garrison
tt0061135,nm0687189,Fran Garrison
tt0061135,nm0749476,Dr. J.L. Pruitt
tt0061135,nm0861200,Officer Carmody
tt0061138,nm0000733,Anne Gauthier
tt0061138,nm0004462,Jean-Louis Duroc
tt0061138,nm0056435,Pierre Gauthier
tt0061138,nm0481412,Valerie Duroc
tt0061140,nm0653067,Friday
tt0061140,nm0653067,Thursday
tt0061140,nm0298502,Harry Glass
tt0061140,nm0293738,Ann
tt0061162,nm0767567,Natasha Rostova
tt0061162,nm0094083,Pierre Bezukhov
tt0061162,nm0863146,Prince Andrei Bolkonsky
tt0061162,nm0822337,Ilya Andreyevitch Rostov
tt0061170,nm0000026,Sir William Rutland
tt0061170,nm0002058,Christine Easton
tt0061170,nm0001380,Steve Davis
tt0061170,nm0822062,Julius D. Haversack
tt0061173,nm0001471,Peter Mattemore
tt0061173,nm0828328,Eileen Forbes
tt0061173,nm0605923,Harold Quonset
tt0061173,nm0915840,Hoffman
tt0061176,nm0000336,Lt. Christian
tt0061176,nm0790071,Capt. Lionel Cash
tt0061176,nm0266949,Capt. Oppo
tt0061176,nm0707728,Gina Romano
tt0061177,nm0000095,Woody Allen
tt0061177,nm0000095,Dub Voice
tt0061177,nm0000095,Projectionist
tt0061177,nm0522722,The Lovin' Spoonful
tt0061177,nm0125518,Vocal Assist
tt0061177,nm0489837,Suki Yaki
tt0061180,nm0262725,Mrs. Ross
tt0061180,nm0628216,The Girl Upstairs
tt0061180,nm0047872,The Man Upstairs
tt0061180,nm0042406,Police Sergeant
tt0061184,nm0000072,Martha
tt0061184,nm0000009,George
tt0061184,nm0001719,Nick
tt0061184,nm0006800,Honey
tt0061189,nm0001228,Heavenly Blues
tt0061189,nm0005434,Mike 'Monkey'
tt0061189,nm0001136,Joe 'Loser' Kerns
tt0061189,nm0002663,Gaysh
tt0061191,nm0033400,Spirits in Séance
tt0061191,nm0896124,Batwoman
tt0061191,nm0550897,Prof. G. Octavius Neon
tt0061191,nm0110917,Jim Flanagan
tt0061191,nm1144357,J.B. Christians
tt0061191,nm1144357,Rat Fink
tt0061191,nm0176260,Bruno
tt0061191,nm0651922,Tiger
tt0061191,nm0895259,Seltzer
tt0061196,nm0119891,Nadezhda Petrukhina
tt0061196,nm0631963,Sergei Bystryakov
tt0061196,nm0093280,Tanya
tt0061196,nm0473005,Pavel Gavrilovich
tt0061197,nm0000851,Old Shatterhand
tt0061197,nm0108523,Winnetou
tt0061197,nm0313443,Jeff Brown
tt0061197,nm0321779,Apanatschi
tt0061198,nm0108523,Winnetou
tt0061198,nm0131713,Old Firehand
tt0061198,nm0894949,Nscho-tschi
tt0061198,nm0035925,Tom
tt0061203,nm0179819,Adm. David King
tt0061203,nm0488814,Cmdr. Scott
tt0061203,nm0000730,Dr. Farrell
tt0061203,nm0318198,Lt. Red Bradley
tt0061204,nm0590055,Masterman Finsbury
tt0061204,nm0000323,Michael Finsbury
tt0061204,nm0724732,Joseph Finsbury
tt0061204,nm0177228,Morris Finsbury
tt0061209,nm0366946,Barbara Darling
tt0061209,nm0656183,Margery Chanticleer
tt0061209,nm0001800,I.H. Chanticleer
tt0061209,nm0441004,Bernard Chanticleer
tt0061320,nm0002231,Prof. Paolo Laurana
tt0061320,nm0660327,Luisa Roscio
tt0061320,nm0275213,Avvocato Rosello
tt0061320,nm0637713,Madre di Roscio
tt0061328,nm0001958,Stephen
tt0061328,nm0048939,Charley
tt0061328,nm0765930,Anna
tt0061328,nm0001868,William
tt0061333,nm0001522,Bullwhip Griffin
tt0061333,nm0687189,Arabella Flagg
tt0061333,nm0001500,Judge Higgins
tt0061333,nm0345340,Sam Trimble
tt0061343,nm0634159,Alexandre Gartempe
tt0061343,nm0109725,Eliane Gartempe dite La Grande
tt0061343,nm0423381,Agathe Bordeaux
tt0061343,nm0494527,Sanguin
tt0061357,nm0580440,Angélique de Peyrac
tt0061357,nm0396136,Jeoffrey de Peyrac
tt0061357,nm0664270,Osman Ferradji
tt0061357,nm0763518,Vateville
tt0061369,nm0136789,Astérix
tt0061369,nm0603600,Obélix
tt0061369,nm0868139,Abraracourcix
tt0061369,nm0868139,Le marchand de boeufs
tt0061369,nm0431025,Assurancetourix
tt0061376,nm0001128,Manu
tt0061376,nm0893341,Roland
tt0061376,nm0793705,Laetitia
tt0061376,nm0716577,Le pilote
tt0061376,nm0716577,Pilot
tt0061385,nm0000602,Paul Bratter
tt0061385,nm0000404,Corie Bratter
tt0061385,nm0000964,Victor Velasco
tt0061385,nm0622450,Ethel Banks
tt0061389,nm0664273,Capt. MacDonald
tt0061389,nm0664273,Narrator
tt0061389,nm0001800,Sergeant Honeywell
tt0061389,nm0213392,Egan
tt0061389,nm0938121,Cliff
tt0061391,nm0177228,George Spiggott
tt0061391,nm0001545,Stanley Moon
tt0061391,nm0111376,Margaret
tt0061391,nm0000079,Lust
tt0061391,nm0000079,Lilian Lust
tt0061395,nm0000366,Séverine Serizy
tt0061395,nm0000366,Belle de Jour
tt0061395,nm0814799,Pierre Sérizy
tt0061395,nm0681566,Henri Husson
tt0061395,nm0656180,Madame Anais
tt0061398,nm0001076,Monica Rivers
tt0061398,nm0362249,Frank Hawkins
tt0061398,nm0002047,Matilda
tt0061398,nm0001284,Albert Dorando
tt0061401,nm0001471,Gerald Clamson
tt0061401,nm0001471,Syd Valentine
tt0061401,nm0831905,Thor
tt0061401,nm0062866,Suzie Cartwright
tt0061401,nm0504424,Studs
tt0061405,nm0000323,Harry Palmer
tt0061405,nm0001500,Leo Newbigen
tt0061405,nm0003225,Gen. Midwinter
tt0061405,nm0393028,Col. Stok
tt0061407,nm0000072,Katharina
tt0061407,nm0000009,Petruchio
tt0061407,nm0159258,Grumio
tt0061407,nm0394588,Baptista
tt0061411,nm0001088,Inspector Quennell
tt0061411,nm0281866,Dr. Mallinger
tt0061411,nm0893243,Clare Mallinger
tt0061411,nm0397654,Meg
tt0061412,nm0001017,George - the Butler
tt0061412,nm0666358,Countess Townsend
tt0061412,nm0195422,Count Dracula - alias Count Charles Townsend
tt0061412,nm0228718,Johnny
tt0061418,nm0000886,Clyde Barrow
tt0061418,nm0001159,Bonnie Parker
tt0061418,nm0689488,C.W. Moss
tt0061418,nm0000432,Buck Barrow
tt0061420,nm0490871,Billy Jack
tt0061420,nm0416466,Vicky Barrington
tt0061420,nm0805177,Danny Carmody
tt0061420,nm0920041,Child
tt0061429,nm0002231,El Chuncho Muños
tt0061429,nm0002231,El Chuncho Niños
tt0061429,nm0001428,El Santo
tt0061429,nm0000936,Adelita
tt0061429,nm0144589,Bill 'Niño' Tate
tt0061429,nm0144589,Taylor
tt0061433,nm0000047,Isabella Candeloro
tt0061433,nm0001725,Prince Rodrigo Fernandez
tt0061433,nm0933447,Jean-Jacques Bouché 'Monzu'
tt0061433,nm0294136,Brother Giuseppe da Copertino
tt0061439,nm0001321,King Arthur
tt0061439,nm0000603,Guenevere
tt0061439,nm0626259,Lancelot Du Lac
tt0061439,nm0376101,Mordred
tt0061447,nm0000013,Patricia Foster
tt0061447,nm0001321,Christopher White
tt0061447,nm0001827,Stuart Clancy
tt0061447,nm0472816,Matthew Cutter
tt0061450,nm0398110,Francis Bigger
tt0061450,nm0416228,Charlie Roper
tt0061450,nm0001889,Mr. Barron
tt0061450,nm0931054,Dr. Kenneth Tinkle
tt0061452,nm0000057,Sir James Bond
tt0061452,nm0000634,Evelyn Tremble (James Bond - 007)
tt0061452,nm0000266,Vesper Lynd (007)
tt0061452,nm0000080,Le Chiffre
tt0061456,nm0456565,Don Pringle
tt0061456,nm0601111,Arthur Duval
tt0061456,nm0244454,Tad Duval
tt0061456,nm0232817,Fingers O'Toole
tt0061465,nm0075568,Self - The Duchess
tt0061465,nm0097457,Self
tt0061465,nm0099554,Self
tt0061465,nm0204172,Self
tt0061473,nm0926723,Veronique
tt0061473,nm0529543,Guillaume
tt0061473,nm0078155,Yvonne
tt0061473,nm0783767,Henri
tt0061489,nm0000062,Scott Hayward
tt0061489,nm0000062,'Tom Wilson'
tt0061489,nm0001193,Dianne Carter
tt0061489,nm0404298,Tom Wilson
tt0061489,nm0404298,'Scott Heyward'
tt0061489,nm0084642,James J. Jamison III
tt0061495,nm0000872,Adrien
tt0061495,nm0689248,Haydée
tt0061495,nm0690150,Daniel
tt0061495,nm0431083,Writer
tt0061502,nm0000009,Brown
tt0061502,nm0000072,Martha Pineda
tt0061502,nm0000027,Major H. O. Jones
tt0061502,nm0001811,Ambassador Manuel Pineda
tt0061512,nm0000056,Luke
tt0061512,nm0001421,Dragline
tt0061512,nm0001510,Captain
tt0061512,nm0134201,Society Red
tt0061520,nm0001088,Sir John Rowan
tt0061520,nm0516145,Lynn Nolan
tt0061520,nm0871729,Steve Harris
tt0061520,nm0140933,Val Nolan
tt0061523,nm0000008,Ogden
tt0061523,nm0000047,Natascha
tt0061523,nm0152261,Harvey
tt0061523,nm0001335,Martha
tt0061537,nm0534508,Hungarian Commander
tt0061537,nm0597192,Andras
tt0061537,nm0469048,Laszlo
tt0061537,nm0432098,Istvan
tt0061549,nm2971650,Yongary
tt0061549,nm1059111,Ko Il-woo
tt0061549,nm1059046,Yoo Soon-a
tt0061549,nm1058814,Yoo Kwang-nam
tt0061549,nm0437634,Kim Yu-ri
tt0061549,nm0497699,Yoo Young
tt0061550,nm0442709,Hiroshi Kurosaki
tt0061550,nm0945516,Itoko Koyanagi
tt0061550,nm0643898,Prof. Daize Tonooka
tt0061550,nm0905268,Mashida
tt0061556,nm0000051,Charles Dobbs
tt0061556,nm0001703,Dieter Frey
tt0061556,nm0797531,Elsa Fennan
tt0061556,nm0027683,Ann Dobbs
tt0061557,nm0500299,Vicki Robbins
tt0061557,nm0277975,H.W. Manfred
tt0061557,nm0230934,Ralph Hargrove
tt0061557,nm0278093,Mary Hargrove
tt0061568,nm0001128,Pierre Lagrange
tt0061568,nm0001128,Georges Campo
tt0061568,nm0000919,Christiane
tt0061568,nm0608225,Kim
tt0061568,nm0686263,Le décorateur
tt0061576,nm0001352,Cat Stevens
tt0061576,nm0938231,Bill San Antonio
tt0061576,nm0817881,Hutch Bessy
tt0061576,nm0746290,Rose
tt0061578,nm0001511,Major Reisman
tt0061578,nm0000308,General Worden
tt0061578,nm0000314,Joseph Wladislaw
tt0061578,nm0001023,Victor Franko
tt0061581,nm0001813,Richard Harmon
tt0061581,nm0001666,Barbara Harmon
tt0061581,nm0001673,Nelson Downes
tt0061581,nm0001739,Nancy Downes
tt0061584,nm0001322,Dr. John Dolittle
tt0061584,nm0002058,Emma Fairfax
tt0061584,nm0627969,Matthew Mugg
tt0061584,nm0000277,Albert Blossom
tt0061587,nm0000608,Navajo Joe
tt0061587,nm0759757,Mervyn 'Vee' Duncan
tt0061587,nm0532609,Estella - Mrs. Lynne's maid
tt0061587,nm0721073,Rev. Rattigan
tt0061589,nm0001168,Self
tt0061589,nm0343606,Self
tt0061589,nm0627260,Self
tt0061589,nm0001926,Self
tt0061590,nm0000348,Carlo Cofield
tt0061590,nm0001012,Laura Califatti
tt0061590,nm0916434,Rod Prescott
tt0061590,nm0055645,Diane Prescott
tt0061592,nm0888399,Danny
tt0061592,nm0498181,Dr. Marion Turner
tt0061592,nm0694580,Maj. Georgianna Bronski
tt0061592,nm0185883,Dr. Haines
tt0061594,nm0000989,Dan Slater
tt0061594,nm0000989,Kalmar
tt0061594,nm0001180,Gina Ericson
tt0061594,nm0720890,Frank Wheatly
tt0061594,nm0226446,Col. Berthold
tt0061595,nm0000062,Guy Lambert
tt0061595,nm0206341,Jill Conway
tt0061595,nm0002369,Gerald Waverly
tt0061595,nm0738635,Claire Dunham
tt0061597,nm0911093,Fang Kang
tt0061597,nm0911093,One-armed Swordsman
tt0061597,nm0156991,Hsiao Man
tt0061597,nm0398974,Wei Hsuan
tt0061597,nm0659039,Chi Pei-erh
tt0061610,nm0000062,Ted Jackson
tt0061610,nm0550847,Jo Symington
tt0061610,nm0696330,Dina Bishop
tt0061610,nm0364224,Judd Whitman
tt0061613,nm0542146,Giocasta
tt0061613,nm0162948,Edipo
tt0061613,nm0885098,Merope
tt0061613,nm0070644,Creonte
tt0061619,nm0000078,Cole Thornton
tt0061619,nm0000053,El Dorado Sheriff J.P. Harrah
tt0061619,nm0001001,Mississippi
tt0061619,nm0392392,Maudie
tt0061620,nm0214729,"Elvira Madigan, alias Hedvig Jensen"
tt0061620,nm0074547,Sixten Sparre
tt0061620,nm0540245,Kristoffer
tt0061620,nm0421386,Cleo
tt0061633,nm0488585,Fernando
tt0061633,nm0016200,Ignacia Vidal
tt0061633,nm0133532,Beatriz López
tt0061633,nm0031958,Paquita Vidal
tt0061634,nm0000057,Philippe de Montfaucon
tt0061634,nm0001790,Odile de Caray
tt0061634,nm0000039,Catherine de Montfaucon
tt0061634,nm0000587,Pere Dominic
tt0061636,nm0002231,Professore Brett Fletcher
tt0061636,nm0002231,Professor Brad Fletcher
tt0061636,nm0587401,Solomon 'Beauregard' Bennet
tt0061636,nm0074125,Charley 'Chas' A. Siringo
tt0061636,nm0595297,Maria
tt0061643,nm0307447,Pope
tt0061643,nm0459073,Fando
tt0061643,nm0548073,Lis
tt0061643,nm0729095,Fando's Mother
tt0061647,nm0001626,Eddie Chapman
tt0061647,nm0002769,Helga Lindstrom aka The Countess
tt0061647,nm0002145,Freddie Young aka Distinguished Civilian
tt0061647,nm0002085,Colonel Steinhager
tt0061648,nm0001046,Bathsheba
tt0061648,nm0002075,William Boldwood
tt0061648,nm0000869,Gabriel Oak
tt0061648,nm0000654,Sergeant Troy
tt0061653,nm0290047,Peter Merriwether
tt0061653,nm0000079,Fathom Harvill
tt0061653,nm0292226,Colonel Campbell
tt0061653,nm0001972,Timothy
tt0061655,nm0532290,Professor Abronsius
tt0061655,nm0000591,Alfred
tt0061655,nm0060023,"Shagal, the Inn-Keeper"
tt0061655,nm0732305,Rebecca Shagal
tt0061669,nm0001813,Claude R. Fitzwilliam
tt0061669,nm0271156,Juliet Nowell
tt0061669,nm0569410,Albert
tt0061669,nm0262725,Miss Victoria Woodworth
tt0061671,nm0353448,Rommel
tt0061671,nm0564223,Rita
tt0061671,nm0329029,J.C.
tt0061671,nm0581239,Luke
tt0061678,nm0001715,Mordecai
tt0061678,nm0528987,Bonnie Lee Packard
tt0061678,nm0604702,Sheriff Slade
tt0061678,nm0016776,Mr. Packard
tt0061680,nm0799014,Sgt. Nocker
tt0061680,nm0931054,Commandant Maximilian Burger
tt0061680,nm0197715,Bertram Oliphant 'Bo' West
tt0061680,nm0001889,Capt. Le Pice
tt0061683,nm0001088,Baron Frankenstein
tt0061683,nm0218911,Christina
tt0061683,nm0910381,Doctor Hertz
tt0061683,nm0606391,Hans
tt0061695,nm0393291,Foreman Shiro Tsutsumi
tt0061695,nm0879918,Tatsuemon Kanamura
tt0061695,nm0440381,Sumiko Kanamura
tt0061695,nm0008367,Eiichi Kanamura
tt0061696,nm0797531,Lisa Schindler
tt0061696,nm0001001,Paul Montgomery
tt0061696,nm0001684,Jennifer Montgomery
tt0061696,nm0835144,Norman
tt0061709,nm0001812,Frank Talby
tt0061709,nm0312575,Scott Mary
tt0061709,nm0727210,Murph Allan Short
tt0061709,nm0511697,Gwen
tt0061715,nm0000974,D.J. Mulrooney
tt0061715,nm0000974,Knobby
tt0061715,nm0304955,Rodney Winthrop
tt0061715,nm0234538,Elizabeth Winthrop
tt0061715,nm0212586,Ralph Yarby
tt0061722,nm0000163,Ben Braddock
tt0061722,nm0000843,Mrs. Robinson
tt0061722,nm0001684,Elaine Robinson
tt0061722,nm0200122,Mr. Braddock
tt0061728,nm0000086,Monsieur Septime
tt0061728,nm0088396,Le commissaire divisionnaire
tt0061728,nm0735194,Sophia
tt0061728,nm0892891,Henrique
tt0061733,nm0204562,Mrs. Pringle
tt0061733,nm0920228,Kathy Baker
tt0061733,nm0551541,Rodney Pringle
tt0061733,nm0066004,Dave Hall
tt0061735,nm0000075,Matt Drayton
tt0061735,nm0001627,John Prentice
tt0061735,nm0000031,Christina Drayton
tt0061735,nm0396455,Joey Drayton
tt0061736,nm0000527,Paul Manning
tt0061736,nm0828447,Ruth Manning
tt0061736,nm0486057,Mrs. Johnson
tt0061736,nm0751208,Miss Harris
tt0061747,nm0000142,Marshal Jed Cooper
tt0061747,nm0828447,Rachel Warren
tt0061747,nm0385757,Judge Fenton
tt0061747,nm0003225,Captain Wilson
tt0061749,nm0534045,Father
tt0061749,nm0824687,John Lawless
tt0061749,nm0002093,Mother
tt0061749,nm0178066,Aunt Mary
tt0061752,nm0530244,Bernarda
tt0061752,nm0647167,Lucía
tt0061752,nm0070933,Claudia
tt0061752,nm0493719,Kitty
tt0061758,nm0730126,Buddy
tt0061758,nm0000197,Poet
tt0061758,nm0770124,Shill
tt0061758,nm0852529,Abigale
tt0061759,nm0353448,Monte
tt0061759,nm0240520,Linda
tt0061759,nm0455966,Sheila
tt0061759,nm0922028,Snake
tt0061765,nm0403910,Woody Wetherby
tt0061765,nm0487103,Boots Malone
tt0061765,nm0101309,Jeepers
tt0061765,nm0001017,Dr. Himmil
tt0061770,nm0000056,John Russell
tt0061770,nm0545298,Favor
tt0061770,nm0095524,Grimes
tt0061770,nm0162283,Jessie
tt0061780,nm0001322,Cecil Fox
tt0061780,nm0001333,Mrs. Sheridan
tt0061780,nm0731772,William McFly
tt0061780,nm0001010,Princess Dominique
tt0061781,nm0903762,Predseda plesového výboru
tt0061781,nm0780918,Clen plesového výboru
tt0061781,nm0885304,Clen plesového výboru
tt0061781,nm0213371,Clen plesového výboru
tt0061786,nm0001792,Peter McDermott
tt0061786,nm0816457,Jeanne Rochefort
tt0061786,nm0001500,Keycase Milne
tt0061786,nm0002048,Warren Trent
tt0061787,nm0001258,Wyatt Earp
tt0061787,nm0001673,Doc Holliday
tt0061787,nm0752813,Ike Clanton
tt0061787,nm0758692,Octavius Roy
tt0061789,nm0186903,Lt. Goodbody
tt0061789,nm0006168,Gripweed
tt0061789,nm0455702,Clapper
tt0061789,nm0598777,Transom
tt0061791,nm0607666,J. Pierpont Finch
tt0061791,nm0497891,Rosemary Pilkington
tt0061791,nm0884964,Jasper B. Biggley
tt0061791,nm0853531,Bud Frump
tt0061796,nm0000323,Henry Warren
tt0061796,nm0000404,Julie Ann Warren
tt0061796,nm0492342,Rad McDowell
tt0061796,nm0140792,Vivian Thurlow
tt0061801,nm0001657,Andrew Quint
tt0061801,nm0000080,Jonathan Lute
tt0061801,nm0924576,Georgina Elben
tt0061801,nm0028674,Gerald Sater
tt0061809,nm0086706,Perry
tt0061809,nm0934113,Dick
tt0061809,nm0001234,Alvin Dewey
tt0061809,nm0829717,Jensen
tt0061810,nm0000336,Derek Flint
tt0061810,nm0002011,Lloyd C. Cramden
tt0061810,nm0354933,Lisa
tt0061810,nm0240887,President Trent
tt0061811,nm0001627,Det. Virgil Tibbs
tt0061811,nm0001768,Chief Bill Gillespie
tt0061811,nm0643105,Officer Sam Wood
tt0061811,nm0335519,Mrs. Colbert
tt0061814,nm0615540,Joe Ferrone
tt0061814,nm0000640,Artie Connors
tt0061814,nm0000977,Pfc. Felix Teflinger
tt0061814,nm0676349,Arnold Robinson
tt0061819,nm0580440,Angélique de Peyrac
tt0061819,nm0396136,Jeoffrey de Peyrac
tt0061819,nm0683012,Le Marquis d'Escrainville
tt0061819,nm0734517,Le Duc de Vivonne
tt0061826,nm0001522,Arthur Pimm
tt0061826,nm0370371,Ellen Grove
tt0061826,nm0561792,Jim Perkins
tt0061826,nm0723964,Prof. Weal
tt0061834,nm0529353,Ulla
tt0061834,nm0638784,Lena Nyman
tt0061834,nm0803672,Vilgot Sjöman
tt0061834,nm0014062,Börje
tt0061834,nm0511856,Rune Nyman
tt0061834,nm0906350,Rune's Woman
tt0061834,nm0351401,Marie
tt0061834,nm0632269,Magnus
tt0061842,nm0006369,Arjun Singh
tt0061842,nm0007147,Vinay
tt0061842,nm0007147,Prince Amar
tt0061842,nm0904537,Shalini Singh
tt0061842,nm0849863,Anjali Nath
tt0061847,nm0001536,Isaburo Sasahara
tt0061847,nm0875362,Ichi Sasahara
tt0061847,nm0441351,Yogoro Sasahara
tt0061847,nm0251177,Bunzo Sasahara
tt0061852,nm0365201,Baloo the Bear
tt0061852,nm0001982,Bagheera the Panther
tt0061852,nm0697515,King Louie of the Apes
tt0061852,nm0718624,Mowgli the Man Cub
tt0061855,nm0631877,Dzimi Barka
tt0061855,nm0812408,Duska ... pevacica
tt0061855,nm0817135,Lilica
tt0061855,nm0129850,Mica
tt0061856,nm0847396,Dr. Kusumi
tt0061856,nm0473530,Goro Maki
tt0061856,nm0535330,Riko (Saeko) Matsumiya
tt0061856,nm0386284,Fujisaki
tt0061868,nm0714156,Commander Carl Nelson
tt0061868,nm0357240,Madame Piranha (Madame X)
tt0061868,nm1349047,Lieutenant Susan Watson
tt0061868,nm0847361,Lt. Commander Jiro Nomura
tt0061876,nm0603314,Klavdia Vavilova
tt0061876,nm0125909,Yefim Mahazannik
tt0061876,nm0623970,Maria Mahazannik
tt0061876,nm0901830,The Grandmother
tt0061882,nm0794425,Gorô Hanada
tt0061882,nm0644558,Mami Hanada
tt0061882,nm0030432,Misako Nakajô
tt0061882,nm0465531,No. 1
tt0061893,nm0001229,Marshal Dan Blaine
tt0061893,nm0001141,Lisa Denton
tt0061893,nm0263496,Lot McGuire
tt0061893,nm0581282,Squint Calloway
tt0061912,nm0711003,"Izabela, telefonistkinja"
tt0061912,nm0019609,"Ahmed, sanitarni inspektor"
tt0061912,nm0812408,"Ruza, Izabelina koleginica"
tt0061912,nm0028965,"Mica, postar i zavodnik"
tt0061931,nm0000472,Baron Boris von Frankenstein
tt0061931,nm0842563,Felix Flankin
tt0061931,nm0842563,Yetch
tt0061931,nm0842563,Dracula
tt0061931,nm0307805,Francesca
tt0061931,nm0226887,The Monster's Mate
tt0061955,nm0603402,Julie Kohler
tt0061955,nm0108400,Corey
tt0061955,nm0099677,Robert Coral
tt0061955,nm0219342,Fergus
tt0061971,nm0443232,Shiro Mishima
tt0061971,nm0875362,Yumiko Eda
tt0061971,nm0476179,Ayako -Yumiko's sister
tt0061971,nm0605281,Katsuko
tt0061976,nm0000811,Tommy Carter
tt0061976,nm0618865,Nick West
tt0061976,nm0247881,Sumuru
tt0061976,nm0405035,Colonel Baisbrook
tt0061994,nm0518178,Anna
tt0061994,nm0004462,Marco
tt0061994,nm0042046,Gabrielle
tt0061994,nm0006964,Mondaini
tt0061996,nm0636146,Mouchette
tt0061996,nm0346903,Arsène
tt0061996,nm0136487,Mouchette's Mother
tt0061996,nm0405695,Mouchette's Father
tt0062006,nm0603682,Sir Basil Walden
tt0062006,nm0680515,Stanley Preston
tt0062006,nm0118344,Paul Preston
tt0062006,nm0783288,Barbara Preston
tt0062032,nm0721527,Lorna Green
tt0062032,nm0852488,William Francis Mulligan
tt0062032,nm0396998,Ralf Drawes
tt0062032,nm0894677,Admiral Kapp
tt0062037,nm0000489,Godfrey Hanson
tt0062037,nm0019996,Jeff Callum
tt0062037,nm0001088,Dr. Vernon Stone
tt0062037,nm0581457,Angela Roberts
tt0062038,nm0000564,General Tanz
tt0062038,nm0001725,Major Grau
tt0062038,nm0183822,Corporal Hartmann
tt0062038,nm0000587,General Kahlenberge
tt0062060,nm0019699,Hasmet Ibriktaroglu
tt0062060,nm0019279,Ayse
tt0062060,nm0867626,Halil
tt0062060,nm0171442,Abdulsefik
tt0062069,nm0438663,The Handsome Boy
tt0062069,nm0468723,The Head Nurse
tt0062069,nm0993416,Nurse A
tt0062069,nm5919604,Nurse B
tt0062078,nm0175227,Dr. Neil Connery
