"('mid',)","('pid',)","('name',)"
tt0123391,nm0705880,Gogu Steriade
tt0123392,nm0135908,Captain Panait
tt0123392,nm0705880,Gogu Steriade
tt0123392,nm0278366,Vasilescu
tt0123392,nm0130025,Trandafir
tt0123755,nm0207498,Leaven
tt0123755,nm0935659,Quentin
tt0123755,nm0382110,Worth
tt0123755,nm0587884,Kazan
tt0123832,nm0000558,Harry Haber
tt0123832,nm0001662,Jeffrey Shayes
tt0123832,nm0101485,Matt Nolan
tt0123832,nm0698346,Julie Rubins
tt0123948,nm0353717,Kunio Mamiya
tt0123948,nm0945131,Kenichi Takabe
tt0123948,nm0880299,Makoto Sakuma
tt0123948,nm0619953,Fumie Takabe
tt0123964,nm0000552,Rayford Gibson
tt0123964,nm0001454,Claude Banks
tt0123964,nm0044762,Willie Long
tt0123964,nm0001024,Sgt. Dillard
tt0123976,nm0436156,Pvt. Giannis Papadopoulos
tt0123976,nm0454051,Pvt. Ahilleas Labrou
tt0123976,nm0819044,Pvt. Panagiotis Balourdos
tt0123976,nm0944421,Col. A. Kontelis
tt0123987,nm0000531,Miss Clavel
tt0123987,nm0001329,"Lord Covington (segment ""Lord Cucuface"")"
tt0123987,nm0428201,Madeline
tt0123987,nm0199842,Leopold the Tutor
tt0124012,nm0418440,Klára
tt0124012,nm0418440,Viktorie
tt0124012,nm0009368,Marek
tt0124012,nm0228686,Otylie
tt0124012,nm0148393,Glenar
tt0124014,nm0593919,Ed Jr.
tt0124014,nm0553703,Pam
tt0124014,nm0386849,Ralph
tt0124014,nm0736801,Sue
tt0124102,nm0300824,Mike Gage
tt0124102,nm0001615,Toni Gage
tt0124102,nm0811124,Capt. Howdy
tt0124102,nm0811124,Carleton Hendricks
tt0124102,nm0364126,Steve Christian
tt0124179,nm0000375,Blake
tt0124179,nm0001287,Carla
tt0124179,nm0906031,Lou
tt0124179,nm0202819,Tommy
tt0124185,nm0608090,Iris Kelly
tt0124185,nm0750718,Rose Kelly
tt0124185,nm0878240,Mum
tt0124185,nm0871873,Vron
tt0124198,nm0000225,Robert Boyd
tt0124198,nm0827663,Adam Berkow
tt0124198,nm0000139,Laura Garrety
tt0124198,nm0269463,Kyle Fisher
tt0124207,nm0556343,Tolyan
tt0124207,nm0715104,Katya
tt0124207,nm0679957,Sanya 6 let
tt0124207,nm0157358,Sanya 12 let
tt0124272,nm0530564,Schraap
tt0124272,nm0895080,Vriendin Laura
tt0124272,nm2422376,Vriendin Laura
tt0124272,nm0082015,Vriendin Laura
tt0124295,nm0601619,Self
tt0124295,nm1675647,Self - Random House Media Escort
tt0124295,nm1705223,Self - Radio Personality
tt0124295,nm1669811,Self - Forbes Campaign
tt0124298,nm0000409,Adam
tt0124298,nm0000224,Eve
tt0124298,nm0000686,Calvin
tt0124298,nm0000651,Helen
tt0124312,nm0022765,Judge Costa Makantasis
tt0124312,nm0005386,Juez Beatriz Teller
tt0124312,nm0768614,Pablo Makantasis
tt0124312,nm0476889,Nicolás Makantasis
tt0124315,nm0001497,Homer Wells
tt0124315,nm0000234,Candy Kendall
tt0124315,nm0000323,Dr. Wilbur Larch
tt0124315,nm0005148,Mr. Rose
tt0124349,nm0000442,John Anderson Wade
tt0124349,nm0001092,Merrick
tt0124349,nm0778543,Marina K.
tt0124349,nm0778543,Katya
tt0124349,nm0237428,Mishka
tt0124437,nm0500848,Carmen
tt0124437,nm0407821,Thomas
tt0124437,nm0660219,Roula
tt0124437,nm0034506,Hondros
tt0124437,nm0893099,Spathis
tt0124595,nm0000681,Sheriff
tt0124595,nm0000162,Beth
tt0124595,nm0001618,Lewis
tt0124595,nm0175633,Tony
tt0124621,nm0006573,Dr. Sayer
tt0124621,nm0489798,Maria
tt0124621,nm0346295,Gida
tt0124621,nm0813006,Administrator
tt0124718,nm0000243,Jake Shuttlesworth
tt0124718,nm0000170,Dakota Burns
tt0124718,nm0020931,Jesus Shuttlesworth
tt0124718,nm0206257,Lala Bonilla
tt0124770,nm0866697,Noa Izumi
tt0124770,nm0322035,Noa Izumi (1995)
tt0124770,nm0397364,Noa Izumi (2006)
tt0124770,nm0299192,Asuma Shinohara
tt0124819,nm0005295,Joe Young
tt0124819,nm0005295,Orgazmo
tt0124819,nm0045379,Ben Chapleski
tt0124819,nm0704632,Lisa
tt0124819,nm0414554,Maxxx Orbison
tt0124836,nm0156875,Cab driver
tt0124836,nm1228408,Ho Mai-Hua
tt0124836,nm0634704,Shao Mei
tt0124836,nm0398884,Ho Mei-Fang
tt0124879,nm0808508,Simon Birch
tt0124879,nm0001515,Joe Wenteworth
tt0124879,nm0000171,Rebecca Wenteworth
tt0124879,nm0001624,Ben Goodrich
tt0124901,nm0005048,Casey
tt0124901,nm0001173,Nick
tt0124901,nm0005320,Dallas
tt0124901,nm0001457,Billy Hill
tt0125022,nm0000244,Angela Nardino
tt0125022,nm0000244,Max Conners
tt0125022,nm0000244,Ulga Yevanova
tt0125022,nm0001349,Wendy
tt0125022,nm0001349,Page Conners
tt0125022,nm0001349,Jane Helstrom
tt0125022,nm0000432,William B. Tensy
tt0125022,nm0000501,Dean Cumanno
tt0125022,nm0000501,Vinny Staggliano
tt0125128,nm0495374,Sweet William
tt0125128,nm0289098,Rosemary
tt0125128,nm0663835,Little Sweet William
tt0125128,nm0534132,Whiskey Mac
tt0125209,nm0000793,Bob
tt0125209,nm0535393,Brendan
tt0125209,nm0904967,Carol
tt0125209,nm0365988,Matt
tt0125301,nm0575905,Doc. Ruzenka Beránková
tt0125301,nm0816332,Doc. Jindrich Beránek
tt0125301,nm0774277,Jessie
tt0125301,nm0899685,Superman
tt0125439,nm0000424,William Thacker
tt0125439,nm0000210,Anna Scott
tt0125439,nm0564500,Tony
tt0125439,nm0406975,Spike
tt0125454,nm0001687,Ivy
tt0125454,nm0001724,Misha Vilyenkov
tt0125454,nm0001507,Ignacio
tt0125454,nm0001117,Dr. Reingold
tt0125507,nm0832700,Sofie Amundsen
tt0125507,nm0832700,Hilde Møller Knag
tt0125507,nm0902059,Alberto Knox
tt0125507,nm0845301,Sofie's mother
tt0125507,nm0282463,Major Albert Knag
tt0125510,nm0285330,Julie Parker
tt0125510,nm0709799,Mark Hammond
tt0125510,nm0081360,Father Janson
tt0125510,nm0081360,Daniel Grayham
tt0125510,nm0480211,Cathy Hunter
tt0125522,nm0505764,Sue
tt0125522,nm0694585,Ben
tt0125522,nm0193520,Lola
tt0125522,nm0743896,Linda
tt0125659,nm0635330,César
tt0125659,nm0004851,Sofía
tt0125659,nm0503443,Antonio
tt0125659,nm0555093,Pelayo
tt0125664,nm0000120,Andy Kaufman
tt0125664,nm0000362,George Shapiro
tt0125664,nm0065418,Stanley Kaufman - Andy's Father
tt0125664,nm0671761,Little Michael Kaufman
tt0125678,nm0005561,David
tt0125678,nm0001860,Serena
tt0125678,nm0000504,Jennifer
tt0125678,nm0005261,Mary
tt0125718,nm0693848,Naser-Khan Deylaman
tt0125718,nm0755484,Maestro Delnavaz
tt0125718,nm0850567,Taher Khan Bahr-eh Nour
tt0125718,nm0008206,Agha Faraj Boulsik
tt0125718,nm0038167,Iran's Ambassador to France
tt0125718,nm0595744,Issa Khan Wazir
tt0125879,nm0000172,Izzy Maurer
tt0125879,nm0000227,Celia Burns
tt0125879,nm0002057,Dave Reilly
tt0125879,nm0126384,Tyrone Lord
tt0125968,nm0135908,directorul Dumitru
tt0125968,nm0182819,directorul adjunct Eugen
tt0125968,nm0603114,Corneliu
tt0125968,nm0349132,mama lui Corneliu
tt0125971,nm0004999,Tim Dunphy
tt0125971,nm0005442,Jane Weston
tt0125971,nm0000285,Old Man Dunphy
tt0125971,nm0094231,Jackie Dunphy
tt0126004,nm0664256,La femme
tt0126004,nm0703364,L'homme
tt0126004,nm0674630,La vieille femme au cimetière
tt0126004,nm0201193,Le Clown
tt0126029,nm0000196,Shrek
tt0126029,nm0000196,Blind Mouse
tt0126029,nm0000196,Opening narration
tt0126029,nm0000552,Donkey
tt0126029,nm0000139,Princess Fiona
tt0126029,nm0001475,Lord Farquaad
tt0126234,nm0787462,Amar Kumar alias Marco
tt0126234,nm0451321,Sunder Srivastava
tt0126234,nm0007107,Mala Kumar
tt0126234,nm1391993,Savitri Kaul
tt0126237,nm0582666,Niyya
tt0126237,nm0783987,Professor Nadezhda Ivanova
tt0126237,nm0496606,Cadet Stepan Lebedev
tt0126237,nm0509614,Sergei Lebedev
tt0126240,nm0304091,Reena
tt0126240,nm0005007,Lisa
tt0126240,nm0415529,Sarita
tt0126240,nm0415528,Meenu
tt0126250,nm0000335,Camille Dixon
tt0126250,nm0000194,Cora Duvall
tt0126250,nm0000239,Emma Duvall
tt0126250,nm0000563,Jason Brown
tt0126261,nm0000729,Pete Kepler
tt0126261,nm0786639,Blue Baxter
tt0126261,nm0005028,Skye Davidson
tt0126261,nm0000207,Ely Jackson
tt0126344,nm0322407,Bunny Kelly
tt0126344,nm0567945,Git Hynes
tt0126344,nm0126118,Sabrina Bradley
tt0126344,nm0932837,Anto
tt0126388,nm0000241,Alain Lefevre
tt0126388,nm0015382,Luther
tt0126388,nm0000925,Sgt. Steinkampf
tt0126388,nm0268297,Mackintosh
tt0126604,nm0000411,Pecker
tt0126604,nm0000207,Shelley
tt0126604,nm0000787,Dr. Klompus
tt0126604,nm0431438,Jimmy
tt0126618,nm0897715,Paolo Casarotti
tt0126618,nm0051880,Nicola Ruoppolo
tt0126618,nm0092789,Max Pirovano
tt0126618,nm0211565,Alberto Spina
tt0126765,nm0225944,Karl Koch
tt0126765,nm0123974,David
tt0126765,nm0485183,Pepe
tt0126765,nm0470818,Lupo
tt0126810,nm0571727,Leo
tt0126810,nm0334150,Angie
tt0126810,nm0001003,Keith
tt0126810,nm0642126,Terry
tt0126838,nm0359197,Makdong
tt0126838,nm0793536,Mi-ae
tt0126838,nm0600673,Bae Tae-kon
tt0126838,nm11146454,2nd Brother's wife
tt0126848,nm0287797,Paul Cooper
tt0126848,nm0334909,Will Cooper
tt0126848,nm0848188,Jim
tt0126848,nm4550732,Morgan Hicks
tt0126859,nm0001696,Adult Nic
tt0126859,nm0004787,English
tt0126859,nm0004787,Italian Twin
tt0126859,nm0227958,Luca
tt0126859,nm0531808,Susan
tt0126861,nm0001738,Joel
tt0126861,nm0005115,Sophie
tt0126861,nm0001131,Sam
tt0126861,nm0852132,Sammie
tt0126871,nm0438501,Ravi
tt0126871,nm0080251,Kaajal
tt0126871,nm0451321,Raja Sahai
tt0126871,nm0622186,Mr. Sharma
tt0126886,nm0000111,Jim McAllister
tt0126886,nm0000702,Tracy Flick
tt0126886,nm0005098,Paul Metzler
tt0126886,nm0004795,Tammy Metzler
tt0126916,nm0000126,Billy Chapel
tt0126916,nm0000593,Jane Aubrey
tt0126916,nm0000604,Gus Sinski
tt0126916,nm0540441,Heather Aubrey
tt0126938,nm0156017,Lee Plenty
tt0126938,nm0561676,Havilland Savage
tt0126938,nm0004991,Michael Simmons
tt0126938,nm0429319,Caroline Gooden
tt0127045,nm0370879,Steven
tt0127045,nm0765048,Natalie
tt0127045,nm0516730,Paula
tt0127045,nm0105011,Devin
tt0127276,nm0000616,Bob Wilson
tt0127276,nm0000145,Dez Wilson
tt0127276,nm0001777,Stan Mills
tt0127276,nm0057075,Andy Wilson
tt0127288,nm0005342,Harry
tt0127288,nm0005342,son
tt0127288,nm0001323,Kate
tt0127288,nm0001323,Mother
tt0127288,nm0004778,Arnie
tt0127288,nm0004778,Harry's friend
tt0127288,nm0195063,Fishetti
tt0127296,nm0005370,Veronica
tt0127296,nm0000628,Abel
tt0127296,nm0444832,Zed
tt0127296,nm0531808,Mike
tt0127311,nm0880128,Mahsun
tt0127311,nm0193579,Reis
tt0127311,nm0043714,Girl
tt0127311,nm2120900,Zühtü
tt0127349,nm0001082,Fielding Pierce
tt0127349,nm1123814,TV Newsman at Bombing
tt0127349,nm0485011,Francisco Higgens
tt0127349,nm0171583,Gisela Higgens
tt0127357,nm0000329,Who Am I
tt0127357,nm0274255,Christine Stark
tt0127357,nm0945457,Yuki
tt0127357,nm0806822,Morgan
tt0127454,nm0258673,Ismet
tt0127454,nm0258673,Leyla's husband
tt0127454,nm1894628,Leyla
tt0127454,nm1894628,Ismet's wife
tt0127454,nm0348029,Commentator
tt0127454,nm1857063,Mute girl
tt0127516,nm0000667,Dan Starkey
tt0127516,nm0341737,Lee Cooper
tt0127516,nm0085147,Young Starkey
tt0127516,nm0536089,Starkey's Brother
tt0127536,nm0000949,Elizabeth I
tt0127536,nm0318884,Female Martyr
tt0127536,nm0191358,Master Ridley
tt0127536,nm0289183,Male Martyr
tt0127626,nm0668640,Jurek Kiler
tt0127626,nm0469021,Ewa Szanska
tt0127626,nm0836136,Ryba
tt0127626,nm0720969,Siara
tt0127722,nm0000249,Mel
tt0127722,nm0000429,Sid
tt0127722,nm0440229,Bobbie
tt0127722,nm0906031,Rosie
tt0127723,nm0001349,Amanda Beckett
tt0127723,nm0256121,Preston Meyers
tt0127723,nm0001432,William Lichter
tt0127723,nm0024404,Denise Fleming
tt0127759,nm0001781,Willow Black
tt0127759,nm0643518,Rodrigo Martinez
tt0127759,nm0808860,Cobra
tt0127759,nm0548962,Tiger
tt0127834,nm0672923,Station Master's Daughter
tt0127834,nm0511729,Max
tt0127834,nm0020258,Betty - His Fiancée
tt0127834,nm0567225,John - His Valet
tt0127834,nm0677028,Mary - His Maid
tt0127834,nm0187052,His False Friend
tt0127834,nm0911437,The Railroad Conductor
tt0127834,nm0768328,The Station Master
tt0127919,nm0001462,Detective Riley
tt0127919,nm0518321,Sam Turkel
tt0127919,nm0675730,Bradley Cortese
tt0127919,nm0000771,Dr. Claire Mulrooney
tt0128133,nm0065353,Robert Biberti
tt0128133,nm0272224,Roman Cycowski
tt0128133,nm0633947,Harry Frommermann
tt0128133,nm0003492,Erich A. Collin
tt0128137,nm0001426,Harry Fertig
tt0128137,nm0001388,Sarah Fertig
tt0128137,nm0551300,Stevie Fertig
tt0128137,nm0000285,Roy Bleakie
tt0128221,nm0897715,Giandomenico Fracchia
tt0128221,nm0700803,Count Dracula
tt0128221,nm0714805,Rag. Filini
tt0128221,nm0682582,Contessina Oniria
tt0128232,nm0818627,Jenny
tt0128232,nm0649485,Marty
tt0128232,nm0568709,Chrissy
tt0128232,nm0172329,Ghostkeeper
tt0128239,nm0000112,Archie Grey Owl
tt0128239,nm0080987,Cyrus Finney
tt0128239,nm0903985,Harry Champlin
tt0128239,nm0302224,Pony
tt0128278,nm0000164,Ethan Powell
tt0128278,nm0000421,Theo Caulder
tt0128278,nm0000661,Ben Hillard
tt0128278,nm0005491,Lynn Powell
tt0128292,nm0952161,Moderátor of Rádia 1
tt0128292,nm0369152,Host
tt0128292,nm0875344,Japonec v brýlích
tt0128292,nm0396104,vousatý Japonec
tt0128332,nm0456077,Yusuf
tt0128332,nm0082211,Bekir
tt0128332,nm0015764,Ugur
tt0128332,nm3227338,Cezaevi Müdürü
tt0128364,nm0875360,Yuri
tt0128364,nm0875360,sister
tt0128364,nm0848793,Masao
tt0128364,nm0848793,brother
tt0128364,nm0645402,Mori
tt0128364,nm0645402,sculptor
tt0128364,nm0765783,Mori's son
tt0128378,nm0001713,Helena Kurcewiczówna
tt0128378,nm0954076,Jan Skrzetuski
tt0128378,nm0231677,Jurko Bohun
tt0128378,nm1173129,Jurko Bohun
tt0128442,nm0000354,Mike McDermott
tt0128442,nm0001570,Worm
tt0128442,nm0001543,Jo
tt0128442,nm0000518,Teddy KGB
tt0128445,nm0005403,Max Fischer
tt0128445,nm0000195,Herman Blume
tt0128445,nm0931404,Rosemary Cross
tt0128445,nm0001025,Bert Fischer
tt0128853,nm0000158,Joe Fox
tt0128853,nm0000212,Kathleen Kelly
tt0128853,nm0001427,Frank Navasky
tt0128853,nm0000205,Patricia Eden
tt0128960,nm0322275,Viktor Kharlamov
tt0128960,nm0503095,Ivan Prikhodko
tt0128960,nm0660311,Nikolai Dubinsky
tt0128960,nm0755891,Aleksei Kiryushin
tt0128977,nm0660314,Eileen Snow
tt0128977,nm0000704,Barney Snow
tt0128977,nm0000413,Dr. Harriman
tt0128977,nm0000413,Handyman
tt0128977,nm0330719,Billy
tt0128985,nm0006369,Brijmohan Sharma
tt0128985,nm0534870,Renu
tt0128985,nm0474780,Jagmohan 'Jaggu' Sharma
tt0128985,nm0474822,Manmohan 'Manu' Sharma
tt0129023,nm0000614,David
tt0129023,nm0000614,husband
tt0129023,nm0908116,Alexis
tt0129023,nm0908116,wife
tt0129023,nm0005342,Young Man
tt0129023,nm0575290,Alexis Sr.
tt0129136,nm0000275,Liz
tt0129136,nm0001235,Lou
tt0129136,nm0001401,Gloria
tt0129136,nm0001616,Johnny
tt0129167,nm0547349,Hogarth Hughes
tt0129167,nm0001065,Dean McCoppin
tt0129167,nm0000098,Annie Hughes
tt0129167,nm0004874,The Iron Giant
tt0129273,nm0649261,Egon Olsen
tt0129273,nm0125883,Kjell Jensen
tt0129273,nm0391576,Benny Fransen
tt0129273,nm0778272,Valborg Jensen
tt0129280,nm0000188,Henry Clark
tt0129280,nm0000443,Nancy Clark
tt0129280,nm0000092,Mr. Mersault
tt0129280,nm0571897,Greg
tt0129290,nm0000245,Patch Adams
tt0129290,nm0518687,Truman
tt0129290,nm0005321,Carin
tt0129290,nm0000450,Mitch
tt0129332,nm0001602,Capt. John Boyd
tt0129332,nm0001015,Col. Ives
tt0129332,nm0001015,F.W. Colqhoun
tt0129332,nm0000274,Pvt. Cleaves
tt0129332,nm0001111,Pvt. Toffler
tt0129387,nm0000139,Mary
tt0129387,nm0000369,Healy
tt0129387,nm0001774,Ted
tt0129387,nm0262968,Tucker
tt0129659,nm0473166,Hannes Weber
tt0129659,nm0617394,Sirpa Salonen
tt0129659,nm0517885,Kommissar Franck
tt0129659,nm0293695,Lothar
tt0129794,nm0814773,Giovanni Vivaldi
tt0129794,nm0001859,Amalia Vivaldi
tt0129794,nm0188339,Mario Vivaldi
tt0129794,nm0136222,Robber
tt0129884,nm0000449,Lorna
tt0129884,nm0005561,Andy
tt0129884,nm0005370,Cheryl
tt0129884,nm0000413,Jeri
tt0129908,nm0001815,Pvt. Ernest P. Worrell
tt0129908,nm0001815,Army Captain
tt0129908,nm0001815,Arab on Quicksand
tt0129908,nm0879161,Cindy Swanson
tt0129908,nm0618123,Col. Bradley Pierre Gullet
tt0129908,nm0203186,Ben-Ali - Lost Desert Boy
tt0129923,nm0553648,Horty
tt0129923,nm0001960,Zoe
tt0129923,nm0845209,Marie
tt0129923,nm0080020,Simeon
tt0130018,nm0001349,Julie James
tt0130018,nm0005327,Ray Bronson
tt0130018,nm0005275,Karla Wilson
tt0130018,nm0001616,Tyrell
tt0130121,nm0000424,Michael Felgate
tt0130121,nm0000675,Gina Vitale
tt0130121,nm0001001,Frank Vitale
tt0130121,nm0949350,Vito Graziosi
tt0130156,nm0819825,Egon Olsen
tt0130156,nm0344655,Benny Frandsen
tt0130156,nm0120381,Kjeld Jensen
tt0130156,nm0915023,Hallandsen
tt0130172,nm0715190,Drew Utley
tt0130172,nm0114008,Miles Kitchen
tt0130172,nm0719606,Lanny Nygren
tt0130172,nm0048288,Jonny Pasiotopolis
tt0130192,nm0000221,James McGregor
tt0130192,nm0357036,Det. Insp. Balantine
tt0130192,nm0587431,Gwen Turner
tt0130192,nm0566089,George Statler - Jr.
tt0130216,nm0460855,John Sinclair
tt0130216,nm0036261,Cindy
tt0130216,nm0141852,Terry
tt0130216,nm0058636,Jane
tt0130236,nm0120494,Yamashita
tt0130236,nm0360481,Joe Marshall
tt0130236,nm0417840,Jennifer
tt0130236,nm0292528,Frank Washington
tt0130350,nm0787462,Inspector Surya Pratap Singh
tt0130350,nm0219971,Inspector Prabhat Singh
tt0130350,nm0659233,Akash Bhardwaj
tt0130350,nm0814193,Renuka
tt0130377,nm0441526,Zatoichi
tt0130377,nm0793569,Chuji Kunisada
tt0130377,nm0875207,Ochio
tt0130377,nm0367935,Ogin
tt0130444,nm0775056,Felice Schragenheim (Jaguar)
tt0130444,nm0477810,Lilly Wust (Aimée)
tt0130444,nm0937557,Ilse
tt0130444,nm0538443,Klärchen
tt0130529,nm1927682,Self - Cane Farmer from Tully
tt0130529,nm1927211,"Self - Director of the Bureau of Sugar Experiment Stations, 1933-1943"
tt0130529,nm1932800,"Self - Senior Curator Amphibia and Birds, Queensland Museum"
tt0130529,nm1934727,"Self - Wildlife Research Officer, Conservation Commission of the Northern Territory"
tt0130623,nm0000665,Aladar
tt0130623,nm0000523,Neera
tt0130623,nm0942787,Kron
tt0130623,nm0005569,Plio
tt0130827,nm0004376,Lola
tt0130827,nm0001953,Manni
tt0130827,nm0460578,Vater
tt0130827,nm0677899,Frau Hansen
tt0131097,nm0814773,Alberto Nardi
tt0131097,nm0884518,Elvira Almiraghi
tt0131097,nm0520859,Stucchi The Marquis
tt0131097,nm0116515,Zio Armando
tt0131207,nm0476402,Natasha
tt0131207,nm0268838,Zoya
tt0131207,nm0592490,Roman
tt0131207,nm0955529,Vadim
tt0131325,nm0000188,Bowfinger
tt0131325,nm0000552,Kit Ramsey
tt0131325,nm0000552,Jiff Ramsey
tt0131325,nm0001287,Daisy
tt0131325,nm0004724,Carol
tt0131335,nm0524468,El señor cura
tt0131335,nm0761055,El testigo
tt0131335,nm0350884,Lucas García
tt0131335,nm7415457,Julián González Baez
tt0131369,nm0000190,Ed
tt0131369,nm0001184,Shari
tt0131369,nm0086553,Keith
tt0131369,nm0091768,Wife
tt0131436,nm0005290,Black
tt0131436,nm0424513,Blue
tt0131436,nm0658252,Sweet Lorraine
tt0131436,nm0877555,Dalton
tt0131479,nm0847439,Conan Edogawa
tt0131479,nm0945322,Shin'ichi Kudo
tt0131479,nm0906722,Ran Mori
tt0131479,nm0436776,Kogoro Mori
tt0131502,nm0000221,Jake Peterson
tt0131502,nm0000640,Bill Peterson
tt0131502,nm0001092,Paul DeLucca
tt0131502,nm0322339,John Bagwell
tt0131566,nm0000191,Nick Leeson
tt0131566,nm0295484,Lisa Leeson
tt0131566,nm0813066,Steve
tt0131566,nm0670413,Girlfriend in Pub
tt0131636,nm0688292,Young Vuk
tt0131636,nm0688292,Fox cubs
tt0131636,nm0350393,Vuk
tt0131636,nm0299717,Íny
tt0131636,nm0843630,Kag
tt0131646,nm0005327,Lt. Christopher Blair
tt0131646,nm0000498,Lt. Todd 'Maniac' Marshall
tt0131646,nm0004787,Lt. Cdr. 'Angel' Deveraux
tt0131646,nm0001409,Commodore James 'Paladin' Taggart
tt0131704,nm0000134,Fearless Leader
tt0131704,nm0000623,Natasha
tt0131704,nm0005305,Karen Sympathy
tt0131704,nm0004517,Boris
tt0131857,nm0005295,Joe Cooper
tt0131857,nm0001778,Doug Remer
tt0131857,nm0045379,Squeak Scolari
tt0131857,nm0000109,Jenna Reed
tt0132245,nm0000230,Joe Tanto
tt0132245,nm0661164,Jimmy Bly
tt0132245,nm0001709,Beau Brandenburg
tt0132245,nm0000608,Carl Henry
tt0132347,nm0001774,Furious
tt0132347,nm0001774,Roy
tt0132347,nm0000413,Bowler
tt0132347,nm0000513,Shoveler
tt0132347,nm0000513,Eddy
tt0132347,nm0000279,Blue Raja
tt0132347,nm0000279,Jeff
tt0132376,nm0649261,Egon Olsen
tt0132376,nm0391576,Benny Fransen
tt0132376,nm0125883,Kjell Jensen
tt0132376,nm0373902,Dynamitt-Harry
tt0132477,nm0350453,Homer Hickam
tt0132477,nm0177933,John Hickam
tt0132477,nm0000368,Miss Riley
tt0132477,nm0654104,Quentin
tt0132512,nm0000174,Virgil Adamson
tt0132512,nm0000227,Amy Benic
tt0132512,nm0000534,Jennie Adamson
tt0132512,nm0001836,Duncan Allanbrook
tt0132888,nm0370047,Herschell
tt0132888,nm0191614,Ann
tt0132888,nm0400643,Angel
tt0132905,nm0525459,El coronel
tt0132905,nm0004650,Lola
tt0132905,nm0000161,Julia
tt0132905,nm0408476,Padre Ángel
tt0132910,nm0000379,Erin Randall
tt0132910,nm0040472,Nathan Randall
tt0132910,nm0266631,Barbara Chen
tt0132910,nm0531095,Alex Corvis
tt0133024,nm0451148,Raja
tt0133024,nm0222426,Ajay Rai
tt0133024,nm0004487,Madhu
tt0133024,nm0004418,Kajal
tt0133046,nm0000545,Mrs. Tingle
tt0133046,nm0004846,Jo Lynn Jordan
tt0133046,nm0005017,Leigh Ann Watson
tt0133046,nm0001787,Coach Wenchell
tt0133059,nm0159507,Chan Mon-Gut
tt0133059,nm0467601,Ho Foon
tt0133059,nm0946873,Lotus Shui
tt0133059,nm0596297,Wu-Man
tt0133093,nm0000206,Neo
tt0133093,nm0000401,Morpheus
tt0133093,nm0005251,Trinity
tt0133093,nm0915989,Agent Smith
tt0133104,nm4748835,Kyohei Toguchi
tt0133104,nm0462035,Moll
tt0133104,nm0945349,Lora
tt0133104,nm0360510,Belvera
tt0133104,nm2098603,Shiori Uranai
tt0133104,nm2098603,Little Girl
tt0133122,nm0000686,Fox
tt0133122,nm0000353,X
tt0133122,nm0000782,Sandii
tt0133122,nm0001711,Madame Rosa
tt0133152,nm0000242,Captain Leo Davidson
tt0133152,nm0000307,Ari
tt0133152,nm0000619,Thade
tt0133152,nm0003817,Attar
tt0133170,nm0438960,"Manabu Kudo, the director"
tt0133170,nm0840624,"Miyako Suzuki, the writer"
tt0133170,nm0632761,Tatsuhiko Ushijima
tt0133170,nm0865078,Nokko Senbon
tt0133189,nm0000498,Stevo
tt0133189,nm0329640,Bob
tt0133189,nm0001272,Trish
tt0133189,nm0000497,Sandy
tt0133240,nm0330687,Jim Hawkins
tt0133240,nm0000668,Captain Amelia
tt0133240,nm0001737,B.E.N.
tt0133240,nm0001975,Mr. Arrow
tt0133314,nm0863816,Franck Bordoni
tt0133314,nm0512071,Michel Verdier
tt0133314,nm0296594,Evelyne Bordoni
tt0133314,nm0350746,Sandra
tt0133363,nm0632385,Ana
tt0133363,nm0555093,Otto
tt0133363,nm0637181,Álvaro
tt0133363,nm0883754,Olga
tt0133385,nm0002010,Astérix
tt0133385,nm0000367,Obélix
tt0133385,nm0000905,Lucius Detritus
tt0133385,nm0301556,Abraracourcix
tt0133412,nm0005273,Nick
tt0133412,nm0000702,Lissa
tt0133412,nm0000982,Bryce
tt0133412,nm0937566,Lawyer
tt0133751,nm0108287,Delilah Profitt
tt0133751,nm0245112,Stokely 'Stokes' Mitchell
tt0133751,nm0364977,Marybeth Louise Hutchinson
tt0133751,nm0001326,Zeke Tyler
tt0133826,nm0482320,Raghuraman
tt0133826,nm0329730,Vijayanthan
tt0133826,nm1004639,Ramanakan
tt0133826,nm0442641,Syamanthaka
tt0133906,nm0374829,Janne-Petteri Broman
tt0133906,nm0374829,Naamanka
tt0133906,nm0798628,Elmeri Hautamäki
tt0133906,nm0798628,Kyrpä-Jooseppi
tt0133906,nm0434716,Dille
tt0133906,nm0434716,Erä-Jorma
tt0133906,nm0897168,Jönssi
tt0133952,nm0000243,Anthony Hubbard
tt0133952,nm0000246,General William Devereaux
tt0133952,nm0000906,Elise Kraft
tt0133952,nm0000906,Sharon Bridger
tt0133952,nm0001724,Frank Haddad
tt0133985,nm0000421,Lawson Russell
tt0133985,nm0000297,Clifford Dubose
tt0133985,nm0001399,Elizabeth Pope
tt0133985,nm0000655,Thurman Parks III
tt0134033,nm0001015,Plunkett
tt0134033,nm0001538,Macleane
tt0134033,nm0731869,Highwayman Rob
tt0134033,nm0832792,Chance
tt0134067,nm0197354,Tommy Pickles
tt0134067,nm0004815,Chuckie Finster
tt0134067,nm0815718,Philip Deville
tt0134067,nm0815718,Lillian Deville
tt0134067,nm0815718,Betty Deville
tt0134067,nm0153589,Didi Pickles
tt0134067,nm0153589,Minka
tt0134084,nm0000274,Dewey Riley
tt0134084,nm0000117,Sidney Prescott
